id,surveyid,titl,nation,authenty,data_coll_start,data_coll_end,created,changed
5588,,"European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database",Austria,"Eurostat - European Commission ",2012,2012,Mar-13-15,Mar-13-15
5812,,"European Union Statistics on Income and Living Conditions 2008-2011 - Longitudinal User Database",Austria,"Eurostat - European Commission ",2008,2011,Mar-13-15,Mar-13-15
2771,,"Global Financial Inclusion (Global Findex) Database 2011",Austria,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
5587,,"European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database",Austria,"Eurostat - European Commission ",2011,2011,Mar-13-15,Mar-13-15
5811,,"European Union Statistics on Income and Living Conditions 2007-2010 - Longitudinal User Database",Austria,"Eurostat - European Commission ",2007,2010,Mar-13-15,Mar-13-15
5586,,"European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database",Austria,"Eurostat - European Commission ",2010,2010,Mar-13-15,Mar-13-15
5585,,"European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database",Austria,"Eurostat - European Commission ",2009,2009,Mar-13-15,Mar-13-15
5584,,"European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database",Austria,"Eurostat - European Commission ",2008,2008,Mar-13-15,Mar-13-15
5583,,"European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database",Austria,"Eurostat - European Commission ",2007,2007,Mar-13-15,Mar-13-15
5582,,"European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database",Austria,"Eurostat - European Commission ",2006,2006,Mar-13-15,Mar-13-15
5581,,"European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database",Austria,"Eurostat - European Commission ",2005,2005,Mar-13-15,Mar-13-15
3806,,"World Health Survey 2003",Austria,"[""World Health Organization (WHO)""]",2003,2003,Dec-12-13,Dec-12-13
3838,,"Multi Country Study Survey 2000-2001",Austria,"[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
5239,,"Population Census; Building and Housing Census 2001 - IPUMS Subset",Austria,"Statistics Austria",2001,2001,Dec-19-14,Dec-22-14
6908,,"Population and Housing Census 2011 - IPUMS Subset",Austria,"Statistics Austria<BR> Minnesota Population Center - University of Minnesota",2001,2001,Jan-18-17,Jan-18-17
5238,,"Population Census; Building and Housing Census 1991 - IPUMS Subset",Austria,"Austrian Central Statistical Office",1991,1991,Dec-19-14,Dec-22-14
5237,,"Population Census; Building and Housing Census 1981 - IPUMS Subset",Austria,"Austrian Central Statistical Office",1981,1981,Dec-19-14,Dec-22-14
5236,,"Population Census; Building and Housing Census 1971 - IPUMS Subset",Austria,"Austrian Central Statistical Office",1971,1971,Dec-19-14,Dec-22-14
6534,,"STEP Skills Measurement Employer Survey 2013-2014 (Wave 1)",Azerbaijan,"World Bank",2013,2014,May-03-16,May-03-16
6478,,"Global Financial Inclusion (Global Findex) Database 2014",Azerbaijan,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
4490,,"Enterprise Survey 2013",Azerbaijan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2013,2013,May-19-14,May-19-14
2652,,"Global Financial Inclusion (Global Findex) Database 2011",Azerbaijan,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
4375,,"Labour Force Survey 2011",Azerbaijan,"State Statistical Committee of the Republic of Azerbaijan",2011,2011,Apr-07-14,Mar-13-15
4488,,"Household Survey on Monitoring Targeted Social Assistance Programme 2011",Azerbaijan,"[""Ministry of Labour and Social Protection of Population Republic of Azerbaijan"","" State Statistical Committee""]",2011,2011,May-19-14,May-19-14
2323,,"Financial Literacy Survey 2009",Azerbaijan,"[""Azerbaijan Micro-finance Association (AMFA)""]",2009,2009,Dec-20-12,Sep-14-13
402,,"Enterprise Survey 2009",Azerbaijan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Sep-29-11,Sep-14-13
4487,,"Household Survey on Monitoring Targeted Social Assistance Programme 2008",Azerbaijan,"[""Ministry of Labour and Social Protection of Population Republic of Azerbaijan"","" State Statistical Committee""]",2008,2008,May-19-14,May-19-14
2495,,"Demographic and Health Survey 2006",Azerbaijan,"State Statistical Committee (SSC)",2006,2006,Dec-20-12,Jul-06-17
2894,,"Household Budget Survey 2005",Azerbaijan,"State Statistical Committee of the Republic of Azerbaijan",2005,2005,Jul-10-13,Mar-13-15
4374,,"Agricultural Census 2005",Azerbaijan,"[""Agriculture statistics division - The State Statistical Committee of the Republic of Azerbaijan""]",2005,2005,Apr-07-14,Apr-07-14
401,,"Enterprise Survey 2005",Azerbaijan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2005,2005,Sep-29-11,Sep-14-13
2893,,"Household Budget Survey 2004",Azerbaijan,"State Statistical Committee of the Republic of Azerbaijan",2004,2004,Jul-10-13,Mar-13-15
4140,,"Food Security and Nutrition Survey 2004",Azerbaijan,"[""World Food Programme - United Nations""]",2004,2004,Feb-19-14,Feb-19-14
2892,,"Household Budget Survey 2003",Azerbaijan,"State Statistical Committee of the Republic of Azerbaijan",2003,2003,Jul-10-13,Mar-13-15
2891,,"Household Budget Survey 2002",Azerbaijan,"State Statistical Committee of the Republic of Azerbaijan",2002,2002,Jul-10-13,Mar-13-15
400,,"Enterprise Survey 2002",Azerbaijan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2002,2002,Sep-29-11,Sep-14-13
1884,,"Reproductive Health Survey 2001",Azerbaijan,"Adventist Development and Relief Agency (ADRA)",2001,2001,Dec-29-11,Jul-07-15
2162,,"Household Budget Survey 2001",Azerbaijan,"State Statistical Committee of the Republic of Azerbaijan",2001,2001,Apr-12-12,Mar-13-15
747,,"Multiple Indicator Cluster Survey 2000",Azerbaijan,"[""State Statistical Committee""]",2000,2000,Sep-29-11,Sep-14-13
291,,"Survey of Living Conditions 1995",Azerbaijan,"Social Studies Center, Institute of Sociology and Political Science (SORGU) and the World Bank",1995,1995,Sep-29-11,Mar-13-15
1828,,"Enterprise Survey 2010","Bahamas, The","[""World Bank""]",2011,2011,Dec-19-11,Sep-14-13
6635,,"World Bank Group Country Survey 2015",Bahrain,"Public Opinion Research Group - The World Bank Group",2015,2015,Jun-28-16,Jun-28-16
6345,,"Global Financial Inclusion (Global Findex) Database 2014",Bahrain,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
2773,,"Global Financial Inclusion (Global Findex) Database 2011",Bahrain,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
3873,,"Multi Country Study Survey 2000-2001",Bahrain,"[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
7104,,"CGAP Smallholder Household Survey 2016, Building the Evidence Base on The Agricultural and Financial Lives of Smallholder Households",Bangladesh,"Jamie Anderson - Consultative Group to Assist the Poor (CGAP)- World Bank Group",2016,2016,Jun-26-17,Jun-26-17
7061,,"Impact Evaluation of the Integrated Agricultural Productivity Project 2015, Endline Household Survey",Bangladesh,"Florence Kondylis - DIME, Development Research Group, World Bank<BR> Maria Jones - DIME, Development Research Group, World Bank<BR> Daniel Stein - DIME, Development Research Group, World Bank",2015,2015,Jun-26-17,Jun-26-17
7050,,"Impact Evaluation of the Integrated Agricultural Productivity Project 2014, Midline Household Survey - Round 2",Bangladesh,"Florence Kondylis - DIME, Development Research Group, World Bank<BR> Maria Jones - DIME, Development Research Group, World Bank<BR> Daniel Stein - DIME, Development Research Group, World Bank",2014,2014,Jun-26-17,Jun-26-17
6029,,"Building Parental Capacity to Help Child Development: A Randomized Controlled Trial of the Save the Children Early Childhood Stimulation Program in Bangladesh 2013-2014, Baseline Survey",Bangladesh,"Marjorie Chinen - American Institutes for Research<BR> Julia Lane - American Institutes for Research",2013,2014,Jul-07-15,Jul-07-15
6343,,"Global Financial Inclusion (Global Findex) Database 2014",Bangladesh,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
7119,,"Demographic and Health Survey 2014",Bangladesh,"National Institute of Population Research and Training (NIPORT) - Ministry of Health and Family Welfare, Government of Bangladesh",2014,2014,Jul-06-17,Jul-06-17
6497,,"Multiple Indicator Cluster Survey 2012-2013",Bangladesh,"United Nations Children’s Fund<BR> Bangladesh Bureau of Statistics - Ministry of Planning",2012,2013,Jan-29-16,Jan-29-16
4098,,"Enterprise Survey 2013",Bangladesh,"[""World Bank""]",2013,2013,Feb-19-14,Feb-19-14
4423,,"World Bank Country Survey 2013",Bangladesh,"[""Public Opinion Research Group - The World Bank Group""]",2013,2013,Apr-07-14,Apr-07-14
5938,,"Enterprise Survey 2013, Innovation Follow-up Survey",Bangladesh,"World Bank",2013,2013,Mar-13-15,Mar-13-15
6740,,"Labour Force and Child Labour Survey 2013",Bangladesh,"Bangladesh Bureau of Statistics - BBS",2013,2013,Jan-18-17,Jan-18-17
7049,,"Impact Evaluation of the Integrated Agricultural Productivity Project 2013, Household Midline Survey - Round1",Bangladesh,"Florence Kondylis - DIME, Development Research Group, World Bank<BR> Maria Jones - DIME, Development Research Group, World Bank<BR> Daniel Stein - DIME, Development Research Group, World Bank",2013,2013,Jun-26-17,Jun-26-17
7048,,"Impact Evaluation of the Integrated Agricultural Productivity Project 2012, Baseline Household Survey",Bangladesh,"Florence Kondylis - DIME, Development Research Group, World Bank<BR> Maria Jones - DIME, Development Research Group, World Bank<BR> Daniel Stein - DIME, Development Research Group, World Bank",2012,2012,Jun-26-17,Jun-26-17
2257,,"Household Income and Expenditure Survey 2010",Bangladesh,"[""Bangladesh Bureau of Statistics - Ministry of Planning""]",2010,2011,May-02-12,Sep-14-13
2656,,"Global Financial Inclusion (Global Findex) Database 2011",Bangladesh,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
2961,,"Demographic and Health Survey 2011",Bangladesh,"National Institute for Population Research and Training (NIPORT) - Ministry of Health and Family Welfare, Bangladeshi",2011,2011,Jul-10-13,Jul-06-17
3558,,"Population and Housing Census 2011 - IPUMS Subset",Bangladesh,"Bangladesh Bureau of Statistics",2011,2011,Sep-14-13,Dec-22-14
4376,,"Population and Housing Census 2011",Bangladesh,"[""Bangladesh Bureau of Statistics - Statistics and Informatics Division, Ministry of Planning""]",2011,2011,Apr-07-14,Apr-07-14
3325,,"Labour Force Survey 2010",Bangladesh,"[""Bangladesh Bureau of Statistics - Ministry of Planning""]",2010,2010,Sep-14-13,Sep-14-13
6028,,"Informal Firms Survey 2010",Bangladesh,"David McKenzie - World Bank",2010,2010,Jul-07-15,Jul-07-15
145,,"Addressing Extreme Poverty in Bangladesh – The Case of Monga 2008 - 2009, Round 2",Bangladesh,"[""The World Bank""]",2009,2009,Sep-29-11,Sep-14-13
146,,"Addressing Extreme Poverty in Bangladesh – The Case of Monga 2008 - 2009, Round 3",Bangladesh,"[""The World Bank""]",2009,2009,Sep-29-11,Sep-14-13
4141,,"Household Food Security and Nutrition Assessment 2009",Bangladesh,"[""Institute of Public Health Nutrition - Government of the People\u2019s Republic of Bangladesh"","" Ministry of Health and Family Welfare - Government of the People\u2019s Republic of Bangladesh"","" United Na""]",2008,2009,Feb-19-14,Feb-19-14
147,,"Citizen's Experiences of the Legal System 2009",Bangladesh,"[""Mitra and Associates, and The World Bank""]",2009,2009,Sep-29-11,Sep-14-13
148,,"Handbook on Impact Evaluation: Quantitative Methods and Practices - Exercises 2009",Bangladesh,"[""S. Khandker, G. Koolwal and H. Samad - World Bank""]",2009,2009,Sep-29-11,Sep-14-13
149,,"Multiple Indicator Cluster Survey 2009",Bangladesh,"[""Bureau of Statistics""]",2009,2009,Sep-29-11,Sep-14-13
150,,"Survey of Lighting Systems in Rural Household 2009",Bangladesh,"[""Deutsche Gesellschaft furTechnische Zusammenarbeit (gtz)""]",2009,2009,Sep-29-11,Sep-14-13
151,,"Welfare Monitoring Survey 2009",Bangladesh,"[""Bangladesh Bureau of Statistics - Ministry of Planning""]",2009,2009,Sep-29-11,Sep-14-13
144,,"Addressing Extreme Poverty in Bangladesh – The Case of Monga 2008 - 2009, Round 1",Bangladesh,"[""The World Bank""]",2008,2008,Sep-29-11,Sep-14-13
3805,,"Global School-based Student Health Survey 2008",Bangladesh,"[""World Health Organization"","" Centers for Disease Control and Prevention""]",2008,2008,Dec-12-13,Dec-12-13
242,,"Agriculture Census 2008",Bangladesh,"[""Bangladesh Bureau of Statistics (BBS)""]",2008,2008,Sep-29-11,Sep-14-13
142,,"Demographic and Health Survey 2007",Bangladesh,"Mitra and Associates/ National Institute for Population Research and Training (NIPORT) - Ministry of Health and Family Welfare",2007,2007,Sep-29-11,Jul-06-17
143,,"Enterprise Survey 2007",Bangladesh,"[""World Bank""]",2007,2007,Sep-29-11,Sep-14-13
4247,,"Labour Force Survey 2005-2006",Bangladesh,"[""Bangladesh Bureau of Statistics (BBS) - Ministry of Planning, Government of the People's Republic of Bangladesh""]",2005,2006,Apr-07-14,Apr-07-14
139,,"Improving Indoor Air Quality for Poor Families: Controlled Experiments 2005-2006",Bangladesh,"[""Susmita Dasgupta, Mainul Huq, M. Khaliquzzaman and David Wheeler - World Bank""]",2005,2006,Sep-29-11,Sep-14-13
140,,"Multiple Indicator Cluster Survey 2006",Bangladesh,"[""Bureau of Statistics""]",2006,2006,Sep-29-11,Sep-14-13
141,,"Urban Health Survey 2006",Bangladesh,"[""National Institute of Population Research and Training (NIPORT) - Ministry of Health and Family Welfare"","" Associates for Community and Population Research (ACPR)""]",2006,2006,Sep-29-11,Sep-14-13
258,,"Rapid Health Facility Assessment 2006",Bangladesh,"[""Project Concern""]",2006,2006,Sep-29-11,Sep-14-13
137,,"Agriculture Sample Survey 2005",Bangladesh,"[""Bangladesh Bureau of Statistics""]",2005,2005,Sep-29-11,Sep-14-13
138,,"Household Income and Expenditure Survey 2005",Bangladesh,"[""Bangladesh Bureau of Statistics""]",2005,2005,Sep-29-11,Sep-14-13
257,,"ACQUIRE Evaluation and Research Studies - Baseline Survey 2005",Bangladesh,"[""The ACQUIRE Project""]",2005,2005,Sep-29-11,Sep-14-13
134,,"Demographic and Health Survey 2004",Bangladesh,"Mitra and Associates/ National Institute of Population Research and Training (NIPORT)",2004,2004,Sep-29-11,Jul-06-17
136,,"Exposure to Indoor Air Pollution 2004",Bangladesh,"[""The World Bank""]",2003,2004,Sep-29-11,Sep-14-13
2246,,"World Health Survey 2003",Bangladesh,"[""World Health Organization (WHO)""]",2003,2003,May-02-12,Dec-12-13
2362,,"NGOs in Bangladesh: Activities, Resources, and Governance 2003",Bangladesh,"[""Varun Gauri and Julia Galef - World Bank and Columbia University""]",2003,2003,Dec-20-12,Sep-14-13
131,,"Pesticide Traders 2003",Bangladesh,"[""Susmita Dasgupta - World Bank""]",2003,2003,Sep-29-11,Sep-14-13
132,,"Pesticide Use 2003",Bangladesh,"[""Susmita Dasgupta - World Bank""]",2003,2003,Sep-29-11,Sep-14-13
133,,"Integrated Pest Management 2003",Bangladesh,"[""Susmita Dasgupta, Craig M. Meisner and David Wheeler - World Bank""]",2003,2003,Sep-29-11,Sep-14-13
873,,"Quantitative Service Delivery Survey in Education 2003",Bangladesh,"[""World Bank""]",2003,2003,Sep-30-11,Sep-14-13
129,,"National Child Labor Force Survey 2002-2003",Bangladesh,"[""Bangladesh Bureau of Statistics (BBS)""]",2002,2002,Sep-29-11,Sep-14-13
130,,"National Labour Force Survey 2002-2003",Bangladesh,"[""Bangladesh Bureau of Statistics (BBS)""]",2002,2002,Sep-29-11,Sep-14-13
872,,"Quantitative Service Delivery Survey in Health 2002",Bangladesh,"[""World Bank""]",2002,2002,Sep-30-11,Sep-14-13
3557,,"Population and Housing Census 2001 - IPUMS Subset",Bangladesh,"Bangladesh Bureau of Statistics",2001,2001,Sep-14-13,Dec-22-14
125,,"Maternal Health Services and Maternal Mortality Survey 2001",Bangladesh,"[""Mitra and Associates"","" National Institute of Population Research and Training (NIPORT)"","" ICDDR,B: Centre for Health and Population Research Dhaka, Bangladesh"","" Associates for Community and Popul""]",2001,2001,Sep-29-11,Sep-14-13
127,,"Population and Housing Census",Bangladesh,"[""Bangladesh Bureau of Statistics (BBS)""]",2001,2001,Sep-29-11,Sep-14-13
123,,"Demographic and Health Survey 1999-2000",Bangladesh,"Mitra and Associates/ National Institute of Population Research and Training (NIPORT)",1999,2000,Sep-29-11,Jul-06-17
