"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","WEALTHQUINTILE (CODE)","WEALTHQUINTILE (DISPLAY)","WEALTHQUINTILE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","WQ5","Q5 (Richest)","","56.0 [53.4-58.6]","55.99402","53.40393","58.55188","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","KHM","Cambodia","","WQ3","Q3","","53.6 [51.0-56.3]","53.64036","51.00162","56.25886","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","KHM","Cambodia","","WQ5","Q5 (Richest)","","61.8 [59.4-64.2]","61.78752","59.36588","64.15199","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","CMR","Cameroon","","WQ1","Q1 (Poorest)","","6.1 [4.3-8.5]","6.07585","4.31928","8.48344","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","CMR","Cameroon","","WQ3","Q3","","17.2 [14.1-20.9]","17.21343","14.08847","20.86323","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","CMR","Cameroon","","WQ5","Q5 (Richest)","","70.9 [65.7-75.6]","70.87060","65.69656","75.55461","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2004","2004","","AFR","Africa","","CMR","Cameroon","","WQ1","Q1 (Poorest)","","7.3 [5.8-9.2]","7.30598","5.80196","9.16196","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2004","2004","","AFR","Africa","","CMR","Cameroon","","WQ3","Q3","","25.0 [22.3-28.0]","25.04355","22.26003","28.04955","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2004","2004","","AFR","Africa","","CMR","Cameroon","","WQ3","Q3","","51.4 [46.8-55.9]","51.35146","46.82447","55.85638","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2004","2004","","AFR","Africa","","CMR","Cameroon","","WQ5","Q5 (Richest)","","73.9 [70.2-77.4]","73.94926","70.21159","77.36911","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CMR","Cameroon","","WQ4","Q4","","17.8 [15.0-21.0]","17.76981","14.95502","20.98367","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CMR","Cameroon","","WQ1","Q1 (Poorest)","","10.7 [7.5-14.9]","10.67008","7.53772","14.89443","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CMR","Cameroon","","WQ3","Q3","","96.7 [95.0-97.8]","96.69070","94.96516","97.83833","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CMR","Cameroon","","WQ5","Q5 (Richest)","","97.6 [96.4-98.4]","97.60519","96.38364","98.42088","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CMR","Cameroon","","WQ2","Q2","","7.8 [6.3-9.7]","7.84287","6.29805","9.72729","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CMR","Cameroon","","WQ4","Q4","","21.6 [19.5-24.0]","21.64655","19.49859","23.96070","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CMR","Cameroon","","WQ1","Q1 (Poorest)","","2.9 [2.2-4.0]","2.94336","2.18431","3.95552","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CMR","Cameroon","","WQ1","Q1 (Poorest)","","10.3 [7.8-13.4]","10.26054","7.77412","13.42642","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CMR","Cameroon","","WQ3","Q3","","47.3 [43.0-51.6]","47.27786","43.01302","51.58281","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1994","1994","","AFR","Africa","","CAF","Central African Republic","","WQ2","Q2","","0.9 [0.4-2.3]","0.93483","0.38426","2.25638","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1994","1994","","AFR","Africa","","CAF","Central African Republic","","WQ4","Q4","","5.6 [4.1-7.7]","5.63078","4.09391","7.69829","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1994","1994","","AFR","Africa","","CAF","Central African Republic","","WQ1","Q1 (Poorest)","","51.4 [43.8-59.0]","51.41059","43.79098","58.96519","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1994","1994","","AFR","Africa","","CAF","Central African Republic","","WQ3","Q3","","48.6 [41.5-55.8]","48.61863","41.47267","55.82150","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CAF","Central African Republic","","WQ2","Q2","","2.4 [1.6-3.5]","2.39231","1.62144","3.51657","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CAF","Central African Republic","","WQ1","Q1 (Poorest)","","28.5 [22.5-35.3]","28.48476","22.53510","35.28965","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CAF","Central African Republic","","WQ2","Q2","","1.6 [1.0-2.5]","1.60715","1.04407","2.46634","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CAF","Central African Republic","","WQ1","Q1 (Poorest)","","No data","","","","","","Not available."
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","AMR","Americas","","COL","Colombia","","WQ4","Q4","","80.9 [79.4-82.4]","80.91356","79.35506","82.38052","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2010","2010","","AMR","Americas","","COL","Colombia","","WQ4","Q4","","80.5 [79.1-81.9]","80.54917","79.12621","81.89732","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1996","1996","","AFR","Africa","","COM","Comoros","","WQ2","Q2","","20.1 [16.5-24.1]","20.05650","16.51620","24.13627","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1996","1996","","AFR","Africa","","COM","Comoros","","WQ4","Q4","","20.4 [16.8-24.6]","20.38835","16.75659","24.57487","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COM","Comoros","","WQ5","Q5 (Richest)","","14.2 [11.8-16.9]","14.16220","11.83445","16.86026","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COM","Comoros","","WQ2","Q2","","17.2 [13.6-21.4]","17.17696","13.62741","21.42178","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COM","Comoros","","WQ4","Q4","","45.9 [38.8-53.2]","45.92977","38.78265","53.24834","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COG","Congo","","WQ5","Q5 (Richest)","","17.9 [15.0-21.2]","17.90818","15.00014","21.23911","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COG","Congo","","WQ2","Q2","","37.9 [32.0-44.1]","37.90261","32.03736","44.14418","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COG","Congo","","WQ2","Q2","","62.5 [56.5-68.2]","62.54894","56.47739","68.24966","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COG","Congo","","WQ4","Q4","","74.3 [70.0-78.2]","74.31973","69.96253","78.24144","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","COG","Congo","","WQ3","Q3","","22.7 [18.3-27.8]","22.70278","18.33884","27.75226","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","COG","Congo","","WQ5","Q5 (Richest)","","28.8 [24.6-33.3]","28.75790","24.60573","33.30125","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","COG","Congo","","WQ2","Q2","","65.8 [59.6-71.4]","65.77150","59.64510","71.41358","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","COG","Congo","","WQ4","Q4","","69.7 [65.2-73.8]","69.69750","65.24664","73.80717","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AMR","Americas","","CRI","Costa Rica","","WQ3","Q3","","76.0 [68.9-81.8]","75.96838","68.92350","81.83707","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AMR","Americas","","CRI","Costa Rica","","WQ5","Q5 (Richest)","","77.8 [68.9-84.7]","77.77615","68.94696","84.65373","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AMR","Americas","","CRI","Costa Rica","","WQ2","Q2","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AMR","Americas","","CUB","Cuba","","WQ1","Q1 (Poorest)","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AMR","Americas","","CUB","Cuba","","WQ3","Q3","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AMR","Americas","","CUB","Cuba","","WQ2","Q2","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CUB","Cuba","","WQ1","Q1 (Poorest)","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CUB","Cuba","","WQ3","Q3","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","AMR","Americas","","CUB","Cuba","","WQ1","Q1 (Poorest)","","No data","","","","","","Not available."
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CIV","Côte d'Ivoire","","WQ5","Q5 (Richest)","","28.0 [24.3-32.0]","27.99725","24.32535","31.98911","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2007","2007","","AFR","Africa","","COD","Democratic Republic of the Congo","","WQ5","Q5 (Richest)","","38.6 [35.4-41.8]","38.55669","35.41428","41.79749","","",""
